orig_idx,review_idx,sentence_idx,sentence,analysis_category,sentiment,Score,ProductId,review_dt,year_month,embedding,cluster_id,cluster_conf,len,sent_len,high_theme,sub_theme
4068,2026,0,"a cool movie with some very funny and amusing moments, a young alec baldwin & gena davis & winona?",other,positive,4,B00004RYGX,2008-11-25 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[ 0.00248981  0.04734845 -0.02627803 ... -0.00352774  0.05538785
  0.00905932]",34,1.0,98,98,Flavor & Quality,Fruitiness
4069,2026,1,ryder...micheal keaton is a great ghoulish pervert!!,other,positive,4,B00004RYGX,2008-11-25 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[ 0.00649436  0.03582859 -0.04572586 ... -0.01088931  0.03398294
 -0.00157601]",34,1.0,52,52,Flavor & Quality,Fruitiness
4070,2026,2,"bluray is nothing stunning but good textures and clarity, better than dvd but not the greatest looking bluray disc, outside shots are great, indoors nothing stunning.",other,positive,4,B00004RYGX,2008-11-25 00:00:00+00:00,2008-11-01 00:00:00+00:00,"[-0.02609217  0.01780614 -0.03113871 ...  0.00995535 -0.01875375
 -0.00383449]",34,1.0,166,166,Flavor & Quality,Fruitiness
4071,2027,0,my wife was recently diagnosed with gluten intolerance after searching for the cause of her stomach problems for almost 10 years.,drink,positive,5,B00434KOQO,2012-10-24 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[-0.0325799   0.01343607  0.04566208 ...  0.0308219  -0.0202283
 -0.04639267]",8,1.0,129,129,Other,
4072,2027,1,now we have to make the diet interesting.,drink,positive,5,B00434KOQO,2012-10-24 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.00878869  0.00934097 -0.02761382 ...  0.01030916 -0.01167962
 -0.02762746]",22,1.0,41,41,Flavor & Quality,Sweetness
4073,2027,2,she loves this soup and for some reason we can never find it locally in stores.,drink,positive,5,B00434KOQO,2012-10-24 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[-0.01308357 -0.02787591 -0.0211556  ...  0.00888178 -0.00331552
 -0.01208254]",37,1.0,79,79,Availability/Stock,
4074,2028,0,i am just pleased that i can get a good value and that the product comes promptly.,baby & pet,positive,5,B002CJASXQ,2011-05-02 00:00:00+00:00,2011-05-01 00:00:00+00:00,"[ 0.01865254 -0.01986495 -0.06842817 ...  0.0216103   0.02504769
  0.00058164]",11,1.0,82,82,Price & Value,
4075,2029,0,"for anyone concerned about calories, sodium or fat, this product is perfect for you.",dairy,positive,5,B001EO7J8W,2011-07-12 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[ 0.01490061 -0.00373414 -0.05677337 ...  0.04044623  0.01183178
 -0.02001933]",10,1.0,84,84,Health/Nutrition,
4076,2029,1,"we have used it on salmon, chicken, salads, something to dip bread into, and even wonderful sprinkled over tomatoes and cucumbers and mozarella cheese.",dairy,positive,5,B001EO7J8W,2011-07-12 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[ 0.02871155 -0.01531603 -0.01466786 ... -0.00595957  0.02385027
 -0.02477451]",22,1.0,151,151,Flavor & Quality,Sweetness
4077,2030,0,"after loosing well over 50 lbs on weight watchers, and being a cookie lover, i found that snackwells offer a good choice for a cookie craving.",baked goods,positive,5,B000FA395I,2011-02-13 00:00:00+00:00,2011-02-01 00:00:00+00:00,"[ 0.00411817 -0.06290712 -0.02575197 ...  0.01279381  0.00124446
 -0.02469003]",10,1.0,142,142,Health/Nutrition,
4078,2030,1,"i like to buy them in bulk, and prepackaged so there is no question as to how many i have eaten.",baked goods,positive,5,B000FA395I,2011-02-13 00:00:00+00:00,2011-02-01 00:00:00+00:00,"[ 0.02137968 -0.0344636  -0.02515174 ...  0.03396251 -0.02154671
  0.00253327]",5,1.0,96,96,Flavor & Quality,Herbal
4079,2030,2,"amazon makes it very easy to buy in bulk, as my grocery store no longer sells them in bulk.",baked goods,positive,5,B000FA395I,2011-02-13 00:00:00+00:00,2011-02-01 00:00:00+00:00,"[-0.0089609  -0.02732812 -0.02172101 ...  0.00626215 -0.03660344
  0.01742397]",38,1.0,91,91,Availability/Stock,
4080,2031,0,i have checked many places and this product can be as much as double in price elsewhere.,candy,positive,5,B003FDC2I2,2012-04-07 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[ 0.01539264  0.00758811  0.00632681 ...  0.02008618 -0.00566741
  0.04628613]",35,1.0,88,88,Price & Value,
4081,2031,1,it is a good organic drink and a great meal substitute.,candy,positive,5,B003FDC2I2,2012-04-07 00:00:00+00:00,2012-04-01 00:00:00+00:00,"[-0.02238732  0.00055605 -0.07691927 ...  0.0264735  -0.00327514
 -0.01467311]",28,1.0,55,55,Health/Nutrition,
4082,2032,0,"at last a nutritional drink i can handle, no sugar or other terrible stuff.",candy,positive,5,B003FDC2I2,2011-07-05 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.01338155  0.00831105 -0.09297194 ...  0.04417311 -0.01466507
  0.00832376]",32,1.0,75,75,Health/Nutrition,
4083,2032,1,"at first i thought it wasn't quite sweet enough, but changed my mind.",candy,positive,5,B003FDC2I2,2011-07-05 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.004612   -0.04716135 -0.08163885 ...  0.03321449  0.00727575
  0.0036278 ]",1,1.0,69,69,Flavor & Quality,Sweetness
4084,2032,2,"i got this on subscription, to be sent every 3 months, just increased to monthly. good stuff.",candy,positive,5,B003FDC2I2,2011-07-05 00:00:00+00:00,2011-07-01 00:00:00+00:00,"[-0.01766521  0.03983819 -0.0186458  ... -0.0111304  -0.0276028
  0.00131538]",15,1.0,93,93,Other,
4085,2033,0,i found orgain nutritional shakes at my local earthfare store.,candy,positive,5,B003FDC2I2,2011-09-15 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[-0.01901603 -0.02785164  0.00531645 ...  0.00113666 -0.02941012
  0.00067987]",28,1.0,62,62,Health/Nutrition,
4086,2033,1,i have bought both the vanilla bean and the chocolate fudge.,candy,positive,5,B003FDC2I2,2011-09-15 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[-0.01534977 -0.04423855 -0.00258209 ...  0.00335341 -0.01231325
  0.01222968]",6,1.0,60,60,Flavor & Quality,Fruitiness
4087,2033,2,i can't decide which one i like more...they are both so delicious!,candy,positive,5,B003FDC2I2,2011-09-15 00:00:00+00:00,2011-09-01 00:00:00+00:00,"[ 0.02701389 -0.08154863 -0.03126272 ...  0.0178282   0.05088944
  0.0566833 ]",24,1.0,66,66,Flavor & Quality,Bitterness
4088,2034,0,"if ever i can't find her in the house, i just pop the top and she bolts out of wherever she was hiding to come get a treat.",baby & pet,positive,5,B0000BXJIS,2011-03-01 00:00:00+00:00,2011-03-01 00:00:00+00:00,"[-0.00885528 -0.00272077  0.00673448 ...  0.00834678  0.00409277
 -0.01113731]",9,1.0,123,123,Other,
4089,2034,1,"she doesn't like crunchy treats much, so these are perfect for her.",baby & pet,positive,5,B0000BXJIS,2011-03-01 00:00:00+00:00,2011-03-01 00:00:00+00:00,"[ 0.01331642 -0.00039103  0.0097067  ...  0.00259249  0.00132654
 -0.02206648]",30,1.0,67,67,Health/Nutrition,
4090,2034,2,i've given her all three flavors and she seems to like them all equally.,baby & pet,positive,5,B0000BXJIS,2011-03-01 00:00:00+00:00,2011-03-01 00:00:00+00:00,"[ 0.01725345 -0.04089609  0.02105528 ... -0.02168892  0.03257958
  0.00621428]",24,1.0,72,72,Flavor & Quality,Bitterness
4091,2035,0,it's not a big deal i just thought plants would be slightly bigger.,snack,positive,5,B005JEKO6W,2012-06-19 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[ 0.05823145 -0.0032582  -0.03127343 ... -0.01407837 -0.00356621
  0.03391063]",34,1.0,67,67,Flavor & Quality,Fruitiness
4092,2035,1,can't wait till it grows i have it on a window sill that gets bright light but no direct sunlight.,snack,positive,5,B005JEKO6W,2012-06-19 00:00:00+00:00,2012-06-01 00:00:00+00:00,"[-0.00615657  0.00133131  0.01438541 ... -0.00757222 -0.00040963
 -0.01296374]",19,1.0,98,98,Packaging/Delivery,
4095,2037,0,i bought these all of the time as an alternative to the supermarket fruit snacks.,snack,positive,5,B002QTWTFW,2011-10-10 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.02259864 -0.02065367 -0.05078078 ...  0.00237497 -0.00390316
 -0.00021077]",22,1.0,81,81,Flavor & Quality,Sweetness
4096,2037,1,i even enjoy a little bunny snack treat occasionally :),snack,positive,5,B002QTWTFW,2011-10-10 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[ 0.0184596  -0.03563729  0.00046149 ... -0.00644163 -0.00688389
  0.00192608]",9,1.0,55,55,Other,
4097,2038,0,when we visit louisiana we buy this by the dozens.,condiments,positive,5,B00155X14G,2011-01-05 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.00519679 -0.00592299 -0.01219314 ...  0.00463354 -0.00678381
  0.03179711]",22,1.0,50,50,Flavor & Quality,Sweetness
4098,2038,1,we use this to make gingerbread and it makes a better gingerbread than using molasses or dark corn syrup.,condiments,positive,5,B00155X14G,2011-01-05 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 7.3122606e-03  6.2676519e-03 -1.9037994e-02 ...  8.0181875e-05
 -2.5429693e-03  1.9194685e-02]",1,1.0,105,105,Flavor & Quality,Sweetness
4099,2038,2,we often use this to put on biscuits instead of using honey.,condiments,positive,5,B00155X14G,2011-01-05 00:00:00+00:00,2011-01-01 00:00:00+00:00,"[ 0.02327395 -0.01116493 -0.01849876 ... -0.00744329 -0.01379881
  0.02157732]",22,1.0,60,60,Flavor & Quality,Sweetness
4100,2039,0,it has a wonderful aroma when it is cooking.,staples,positive,5,B001HTPAE4,2010-03-10 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[-0.00684882 -0.03413909 -0.0351025  ...  0.00134398  0.00394934
 -0.04683627]",2,1.0,44,44,Flavor & Quality,Herbal
4101,2039,1,it fluffs up nice and has a great flavor and texture.,staples,positive,5,B001HTPAE4,2010-03-10 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[-0.02325521 -0.04250047 -0.05082688 ... -0.00567971 -0.00526467
 -0.01381776]",4,1.0,53,53,Flavor & Quality,Sweetness
4102,2039,2,all in all i am totally happy with my purchase and will reorder.,staples,positive,5,B001HTPAE4,2010-03-10 00:00:00+00:00,2010-03-01 00:00:00+00:00,"[ 0.01112694 -0.01898618 -0.03835984 ... -0.02061357  0.02286092
  0.01008076]",15,1.0,64,64,Other,
4103,2040,0,"another winner from red leaf tea! the smell of the this particular matcha is tangy and slightly sweet, even though there's no sugar added to the flavoring.",coffee,positive,5,B0092VQKR0,2012-09-05 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 0.00319296 -0.03211407 -0.02298473 ... -0.00073052  0.00546665
  0.00323331]",3,1.0,155,155,Flavor & Quality,Fruitiness
4104,2040,1,i prepared this my usual way - cold latte style.,coffee,positive,5,B0092VQKR0,2012-09-05 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[-0.03807879 -0.0329616  -0.00976269 ... -0.01749566 -0.00771867
 -0.03730692]",36,1.0,48,48,Other,
4105,2040,2,two ounces of warmed water with a teaspoon of matcha and a half teaspoon of super-fine sugar - wisk until blended.,coffee,positive,5,B0092VQKR0,2012-09-05 00:00:00+00:00,2012-09-01 00:00:00+00:00,"[ 1.1782395e-03 -3.1153755e-02 -7.0858118e-03 ... -4.4053730e-05
 -2.7652530e-02  1.8720834e-02]",36,1.0,114,114,Other,
4106,2041,0,"it's true, our miniature dachshunds absolutely love these.",baby & pet,positive,5,B001P2KCXC,2008-04-24 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.01726527 -0.02692606 -0.00107261 ...  0.0054059   0.00793426
 -0.00770794]",27,1.0,58,58,Health/Nutrition,
4107,2041,1,"unfortunately, they go through them fairly quickly, but it's their absolute favorite!",baby & pet,positive,5,B001P2KCXC,2008-04-24 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.01682173  0.01551864 -0.02931957 ...  0.00694489  0.00833683
  0.00925491]",30,1.0,85,85,Health/Nutrition,
4108,2042,0,"i consider the golean ""chewy"" bars to be superior to any other nutritional bar out there, and i think this is the best flavor.",snack,positive,5,B000EUJK5W,2008-01-18 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[ 0.02073859 -0.03430078 -0.04982127 ...  0.02994628  0.01481502
  0.00516032]",7,1.0,126,126,Flavor & Quality,Herbal
4109,2042,1,i often carry them for lunch (paired with a baggie of fresh veggies).,snack,positive,5,B000EUJK5W,2008-01-18 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[ 0.02889504 -0.01629775  0.00338552 ... -0.01844979 -0.02238644
 -0.01830544]",5,1.0,69,69,Flavor & Quality,Herbal
4110,2042,2,"the calorie count is a little high for a snack for me, but as a lunch entree, it is low.",snack,positive,5,B000EUJK5W,2008-01-18 00:00:00+00:00,2008-01-01 00:00:00+00:00,"[-0.00275547 -0.01768212 -0.04718221 ...  0.00863923  0.00731616
 -0.00805058]",10,1.0,88,88,Health/Nutrition,
4115,2045,0,"i developed a real craving for some caviar a few weeks ago, after not having had any for a couple of years.",snack,positive,4,B001EPPFUK,2010-10-14 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[-0.03038471 -0.00787776 -0.05110393 ...  0.00230341 -0.02280163
 -0.01727475]",2,1.0,107,107,Flavor & Quality,Herbal
4116,2045,1,"i searched though google, ebay, and amazon till i found this product.",snack,positive,4,B001EPPFUK,2010-10-14 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[ 0.02626712  0.01491681 -0.03790379 ...  0.03660214 -0.02132088
 -0.02302603]",38,1.0,69,69,Availability/Stock,
4117,2045,2,it actually reminded me of a similar brand i used to buy in a gourmet giant supermarket.,snack,positive,4,B001EPPFUK,2010-10-14 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[-0.04964122 -0.08679409 -0.06505299 ...  0.02175529  0.00178367
 -0.01246707]",2,1.0,88,88,Flavor & Quality,Herbal
4118,2046,0,i grind it up in a coffee grinder and keep it in the refrigerator.,coffee,positive,5,B004579W2Q,2012-07-07 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[-0.04914026 -0.02469938 -0.01636285 ... -0.00938344  0.00236363
  0.01250479]",19,1.0,66,66,Packaging/Delivery,
4119,2046,1,it is a very good deal and i will buy again. thanks,coffee,positive,5,B004579W2Q,2012-07-07 00:00:00+00:00,2012-07-01 00:00:00+00:00,"[ 0.00397944 -0.03777481 -0.05853711 ... -0.01857282 -0.00695852
  0.02682741]",11,1.0,51,51,Price & Value,
4120,2047,0,nice whole grain cereal and my 3 year old son already knows hearts and can say i love you this is his favorite. would be nice to have this with subsribe and save.,staples,positive,5,B006H34C6C,2012-10-03 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[ 0.00355581 -0.00784101 -0.03049438 ...  0.02127874  0.03489881
 -0.00756047]",16,1.0,162,162,Other,
4121,2047,1,maybe not at this time - later at some point would be great.,staples,positive,5,B006H34C6C,2012-10-03 00:00:00+00:00,2012-10-01 00:00:00+00:00,"[-0.01563781  0.03066017  0.00132879 ...  0.02920549  0.00205963
 -0.02642202]",34,1.0,60,60,Flavor & Quality,Fruitiness
4122,2048,0,glad to know that this product is available at amazon.,other,positive,5,B000GAPPAY,2011-11-17 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[ 0.01355544 -0.00572434 -0.04875835 ...  0.02713665  0.00225494
 -0.00409111]",38,1.0,54,54,Availability/Stock,
4123,2048,1,it is simple fool-proof and always delicious.,other,positive,5,B000GAPPAY,2011-11-17 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[-0.01248402 -0.05264914 -0.04410709 ... -0.01563357  0.0010602
 -0.02175806]",2,1.0,45,45,Flavor & Quality,Herbal
4124,2048,2,will purchase again after my four are used.,other,positive,5,B000GAPPAY,2011-11-17 00:00:00+00:00,2011-11-01 00:00:00+00:00,"[-0.0081583  -0.00701265 -0.03374315 ... -0.00707607 -0.01058438
  0.02541836]",11,1.0,43,43,Price & Value,
4125,2050,0,i really enjoy this coffee as does my school-teacher daughter.,coffee,positive,5,B007TJGZ4A,2010-08-10 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[ 0.01015213 -0.05392146 -0.00828376 ... -0.00975033  0.02049176
 -0.00487182]",16,1.0,62,62,Other,
4126,2050,1,"my husband really dislikes flavored coffee so it's so great to pop in the hazelnut for me and then let him have his choice of ""un-flavored"" coffee.",coffee,positive,5,B007TJGZ4A,2010-08-10 00:00:00+00:00,2010-08-01 00:00:00+00:00,"[-0.04949572  0.00064629 -0.04442996 ... -0.01218803 -0.01116558
 -0.00219884]",17,1.0,147,147,Brewing/Use Convenience,
4127,2051,0,i can't think of anything bad to say about this coffee.,coffee,positive,5,B007TJGZ4A,2010-06-03 00:00:00+00:00,2010-06-01 00:00:00+00:00,"[-0.05979627 -0.02316641 -0.01939433 ...  0.02327087 -0.00393167
 -0.00293352]",23,1.0,55,55,Flavor & Quality,Caffeine
4128,2051,1,"i'm not much of a hazelnut person, but it tastes pretty good to me.",coffee,positive,5,B007TJGZ4A,2010-06-03 00:00:00+00:00,2010-06-01 00:00:00+00:00,"[-5.1332884e-02 -5.6887388e-02 -4.4366609e-02 ...  2.0725247e-02
 -7.7432182e-05 -1.3469675e-02]",28,1.0,67,67,Health/Nutrition,
4129,2052,0,"my wife likes flavored coffee and this is, by far, her favorite. great taste. medium brew.",coffee,positive,5,B007TJGZ4A,2012-08-05 00:00:00+00:00,2012-08-01 00:00:00+00:00,"[-0.0054605  -0.00229974 -0.03721808 ... -0.0123764   0.00801577
 -0.01394289]",23,1.0,90,90,Flavor & Quality,Caffeine
4130,2053,0,"i couldn't find it anywhere but here, esp.",other,positive,5,B000GPW5KW,2008-04-03 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.00714969 -0.01837349 -0.00537891 ...  0.00557529 -0.00786199
 -0.03083552]",37,1.0,42,42,Availability/Stock,
4131,2053,1,since i wanted it in rolls and not in bags.,other,positive,5,B000GPW5KW,2008-04-03 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.0033233  -0.01477188 -0.029943   ... -0.0461344   0.02198778
 -0.00414027]",5,1.0,43,43,Flavor & Quality,Herbal
4132,2053,2,now he has a stash of rum everywhere. hee hee.,other,positive,5,B000GPW5KW,2008-04-03 00:00:00+00:00,2008-04-01 00:00:00+00:00,"[ 0.01290971  0.00327716 -0.02395361 ... -0.05265404 -0.00423578
 -0.01351335]",5,1.0,46,46,Flavor & Quality,Herbal
4133,2054,0,i found solid gold tuna back when the melamine recall was a problem.,baby & pet,positive,5,B003SB9XXI,2010-10-30 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[-0.02334301  0.00818955  0.00824526 ...  0.02275804  0.00926199
 -0.0174794 ]",2,1.0,68,68,Flavor & Quality,Herbal
4134,2054,1,i was impressed that it was thickened with tapioca and my cats absolutely love this food.,baby & pet,positive,5,B003SB9XXI,2010-10-30 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[ 0.00465439 -0.05073281 -0.0674886  ...  0.03313923  0.00411913
  0.00041526]",31,1.0,89,89,Health/Nutrition,
4135,2054,2,the plates are licked clean when they get some solid gold.,baby & pet,positive,5,B003SB9XXI,2010-10-30 00:00:00+00:00,2010-10-01 00:00:00+00:00,"[ 0.03941399 -0.01640351 -0.02961745 ...  0.02088884  0.03030093
  0.01171171]",14,1.0,58,58,Flavor & Quality,Herbal
4136,2055,0,smells like good food...no cardboard dog food!,baby & pet,positive,5,B000XZFZI4,2011-02-20 00:00:00+00:00,2011-02-01 00:00:00+00:00,"[-0.02744078 -0.00735021 -0.04353388 ...  0.04384336  0.00106868
 -0.04613869]",27,1.0,46,46,Health/Nutrition,
4137,2055,1,"dogs eat less and are satisfied sooner! found it for $38.99 locally, amazon is a little too pricey. update: it is currently $42.99 locally.",baby & pet,positive,5,B000XZFZI4,2011-02-20 00:00:00+00:00,2011-02-01 00:00:00+00:00,"[-0.02733139 -0.01050094 -0.03196213 ...  0.02949576 -0.01067082
  0.02806124]",38,1.0,139,139,Availability/Stock,
4138,2056,0,"i usually hate crunchy cookies, but these are more like chips.",snack,positive,5,B004YV7VE4,2011-10-13 00:00:00+00:00,2011-10-01 00:00:00+00:00,"[-0.0193868  -0.02412307 -0.05776775 ...  0.00157364 -0.00915965
 -0.03025813]",4,1.0,62,62,Flavor & Quality,Sweetness
